Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,anomaly,anomaly_reason
56221,443,24462,443,allow,129824,16359,113465,185,459,79,106,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56490,443,32124,443,allow,163763,5320,158443,178,120,60,118,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,47005,48817,47005,allow,158,158,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50986,443,50781,443,allow,67798,17043,50755,202,146,110,92,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51221,65427,56298,65427,allow,460,150,310,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
57913,443,45296,443,allow,9578079,276384,9301695,9817,153,2984,6833,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50439,80,50439,80,allow,96018,5956,90062,107,20,41,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
45289,80,45289,80,allow,144717,5580,139137,180,20,81,99,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38702,443,49260,443,allow,1117339,17881,1099458,1006,16,256,750,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,63615,48817,63615,allow,765,296,469,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53162,60352,25976,60352,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
37569,443,55677,443,allow,120566,15345,105221,173,125,72,101,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,32897,48817,32897,allow,152,152,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
56712,443,43897,443,allow,1540037,36876,1503161,1511,62,511,1000,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65506,443,5450,443,allow,92243,4519,87724,105,16,39,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60469,60092,63327,60092,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
63848,80,63848,80,allow,555419,4827,550592,451,21,64,387,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36621,443,53395,443,allow,2239099,75601,2163498,2512,71,983,1529,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52164,443,1593,443,allow,161883,8848,153035,177,54,64,113,1,"High deviation in pkts_sent, Bytes Received, Bytes"
19473,40959,26703,40959,allow,491,150,341,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
62345,443,13195,443,allow,6343025,74037,6268988,5018,58,765,4253,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65505,443,12963,443,allow,458741,13270,445471,469,16,164,305,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,57013,48817,57013,allow,158,158,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
49656,443,4978,443,allow,182624,7130,175494,212,132,77,135,1,"High deviation in pkts_sent, Bytes Received, Bytes"
45908,443,37140,443,allow,507235,15454,491781,534,136,188,346,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30188,49786,29335,49786,allow,502,150,352,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
53867,60272,19562,60272,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
56714,443,11426,443,allow,579769,15036,564733,578,61,199,379,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53880,61393,8542,61393,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49304,443,52179,443,allow,932965,16289,916676,768,65,148,620,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,45682,48817,45682,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,42099,48817,42099,allow,479,152,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,49490,48817,49490,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,51413,48817,51413,allow,479,152,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,51413,48817,51413,allow,479,152,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,49157,48817,49157,allow,328,152,176,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,63838,48817,63838,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,37028,48817,37028,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,26484,48817,26484,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
48817,51413,48817,51413,allow,479,152,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,41706,48817,41706,allow,513,152,361,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
56698,80,23963,80,allow,176644,9435,167209,266,65,104,162,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52071,57491,41650,57491,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
39114,443,44592,443,allow,1238821,42695,1196126,1389,72,535,854,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57778,443,43252,443,allow,6182,3879,2303,53,3828,31,22,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
42457,5222,64493,5222,allow,35380,2898,32482,63,227,22,41,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55520,443,13062,443,allow,272841,13586,259255,353,176,164,189,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,6224,9493,6224,allow,38098,12284,25814,207,2433,100,107,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52074,57947,10118,57947,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55020,443,50900,443,allow,670633,656612,14021,657,146,465,192,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
8283,52443,34417,52443,allow,130,70,60,2,30,1,1,1,"High deviation in NAT Destination Port, Destination Port, Source Port"
48817,60483,48817,60483,allow,519,158,361,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,39388,48817,39388,allow,1267,631,636,6,1199,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48817,51413,48817,51413,allow,485,158,327,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
48817,51234,48817,51234,allow,158,158,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
52888,5223,32740,5223,allow,12302,5509,6793,43,1061,16,27,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
21133,21689,35631,21689,allow,481,150,331,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
48817,38081,48817,38081,allow,863,363,500,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48817,51417,48817,51417,allow,485,158,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
55453,443,3812,443,allow,3015948,160028,2855920,3852,218,1499,2353,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,58518,48817,58518,allow,580,121,459,4,1199,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48817,23456,48817,23456,allow,485,158,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
61141,443,38623,443,allow,383052,17263,365789,396,132,119,277,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,51413,48817,51413,allow,485,158,327,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
52081,51835,33500,51835,allow,316,136,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50606,80,30995,80,allow,83795,22317,61478,117,43,52,65,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
59366,443,63784,443,allow,59122,7352,51770,85,322,41,44,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60500,443,54155,443,allow,103479,7755,95724,165,19,70,95,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60065,80,60065,80,allow,246733,5745,240988,246,144,80,166,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,56845,47720,56845,allow,480,149,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
53152,443,33270,443,allow,116790,7062,109728,166,144,85,81,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38460,443,14446,443,allow,272822,10124,262698,330,81,126,204,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54022,443,20800,443,allow,121935,7839,114096,175,255,82,93,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49218,443,54857,443,allow,590577,16239,574338,610,23,222,388,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49497,443,34229,443,allow,185560,47806,137754,421,295,217,204,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
63137,47117,19060,47117,allow,574,448,126,10,25,8,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52066,60118,24886,60118,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58169,443,39268,443,allow,30845,9943,20902,172,133,73,99,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53831,54676,36346,54676,allow,492,306,186,8,16,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
39802,443,46895,443,allow,2863801,103667,2760134,3193,182,1240,1953,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53842,57861,18155,57861,allow,492,306,186,8,14,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49160,51413,36529,51413,allow,800,150,650,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
35459,443,23832,443,allow,119911,5690,114221,153,173,63,90,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61830,443,61830,443,allow,88574,15708,72866,114,176,52,62,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,37395,27238,37395,allow,1566,332,1234,11,1199,5,6,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52070,55946,25301,55946,allow,316,136,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
61827,443,61827,443,allow,56634,10853,45781,76,175,34,42,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61831,443,61831,443,allow,530764,27638,503126,528,175,179,349,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,26944,61791,26944,allow,480,149,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
57470,17690,10017,17690,allow,1818,1188,630,26,2804,19,7,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
15503,23852,58898,23852,allow,10840,6789,4051,143,4379,82,61,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
61826,443,61826,443,allow,95212,17857,77355,119,175,53,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54948,443,58033,443,allow,493685,14728,478957,612,316,213,399,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52046,59791,21148,59791,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
49165,5938,24586,5938,allow,143727,72050,71677,1106,10824,655,451,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
34911,443,4016,443,allow,414843,13933,400910,459,136,160,299,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50151,80,25475,80,allow,1915831,46544,1869287,1569,166,311,1258,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60466,64337,26945,64337,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
47828,443,14141,443,allow,143399,8522,134877,208,153,101,107,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41332,80,41332,80,allow,230861,5063,225798,227,18,74,153,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53342,443,18889,443,allow,82909,70964,11945,139,283,71,68,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
48817,49301,48817,49301,allow,490,149,341,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
45374,443,48527,443,allow,88469,3492,84977,104,396,35,69,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59297,80,59297,80,allow,107500,4003,103497,173,16,57,116,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59298,80,59298,80,allow,85989,14398,71591,143,15,40,103,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47894,443,29583,443,allow,295475,14093,281382,413,469,162,251,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49518,443,49518,443,allow,103941,6635,97306,158,76,81,77,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46248,443,47277,443,allow,979612,946319,33293,1091,25,690,401,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
52209,443,18180,443,allow,502469,15202,487267,580,97,193,387,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61673,443,61673,443,allow,76863,6096,70767,103,17,49,54,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38701,443,23957,443,allow,1065134,19929,1045205,1009,16,288,721,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49520,443,49520,443,allow,88797,5446,83351,137,76,70,67,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48305,443,59833,443,allow,572565,17274,555291,546,147,124,422,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63885,443,2549,443,allow,254829,10396,244433,255,194,64,191,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52062,60388,61139,60388,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51221,32329,23850,32329,allow,870,330,540,12,1316,6,6,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
55877,42466,20270,42466,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
52165,443,19255,443,allow,289596,9131,280465,283,48,85,198,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48833,443,62502,443,allow,1348406,28891,1319515,1247,31,340,907,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52712,443,61572,443,allow,348281,20002,328279,401,350,153,248,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63987,58476,60558,58476,allow,504,382,122,8,16,6,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
48834,443,52235,443,allow,655052,13866,641186,599,31,150,449,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48847,443,57026,443,allow,2478246,45190,2433056,2175,27,520,1655,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,16288,57203,16288,allow,924,924,0,15,1200,15,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45759,38428,45759,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
50292,443,41099,443,allow,183024,16754,166270,247,28,114,133,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55686,44049,11130,44049,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
65503,443,44158,443,allow,429890,12640,417250,442,16,155,287,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53832,56005,63005,56005,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
53185,443,52524,443,allow,4442408,142153,4300255,4731,235,1574,3157,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65504,443,39358,443,allow,92275,4799,87476,107,16,43,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63988,43365,3645,43365,allow,624,382,242,10,15,6,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50584,51414,36185,51414,allow,475,150,325,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30188,33285,47903,33285,allow,502,150,352,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
61419,443,21446,443,allow,1664127,116770,1547357,2028,401,736,1292,1,"High deviation in pkts_sent, Bytes Received, Bytes"
44314,443,36123,443,allow,1268867,60489,1208378,1558,141,557,1001,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,51413,55208,51413,allow,460,150,310,2,1201,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
53722,443,52101,443,allow,327838,13327,314511,355,127,121,234,1,"High deviation in pkts_sent, Bytes Received, Bytes"
10151,49001,62928,49001,allow,481,150,331,2,1201,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
37591,443,4877,443,allow,62657,4444,58213,83,46,37,46,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49556,443,19377,443,allow,198375,6279,192096,205,153,69,136,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49244,80,49244,80,allow,661753,15722,646031,683,17,235,448,1,"High deviation in pkts_sent, Bytes Received, Bytes"
10049,5222,44592,5222,allow,6103,3081,3022,63,616,34,29,1,"High deviation in pkts_sent, Bytes Sent, NAT Destination Port"
48625,443,33941,443,allow,29988,20891,9097,170,598,95,75,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
58868,443,25875,443,allow,1826093,48237,1777856,1873,71,599,1274,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60469,60092,64603,60092,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6881,55981,51460,55981,allow,228,118,110,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
60226,443,32684,443,allow,1907736,31488,1876248,1747,21,470,1277,1,"High deviation in pkts_sent, Bytes Received, Bytes"
